premise,hypothesis,label
"The table was piled high with food, and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.","Beside the table there were crocks, baskets, and a five-quart pail of milk.",entailment
Jim comforted Kevin because he was so upset.,Kevin was so upset.,entailment
"Jackson was greatly influenced by Arnold, though he lived two centuries earlier.",Arnold lived two centuries earlier.,entailment
"There is a pillar between me and the stage, and I can't see around it.",I can't see around the stage.,not_entailment
"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for deer on the river banks.",Prehistoric humans hunted for deer on the river banks.,entailment
"Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are snobs.",Amy's parents are snobs.,entailment
Bill passed the half-empty plate to John because he was hungry.,John was hungry.,entailment
Sara borrowed the book from the library because she needs it for an article she is working on. She writes it when she gets home from work.,She writes the book when she gets home from work.,not_entailment
"John promised Bill to leave, so an hour later he left.",Bill left.,not_entailment
Sara borrowed the book from the library because she needs it for an article she is working on. She reads it when she gets home from work.,She reads the article when she gets home from work.,not_entailment
Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.,The door of the shop closed after Steve.,entailment
"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve years old.","When Fred first saw my father, My father was twelve years old.",not_entailment
"Tatyana knew that Grandma always enjoyed serving an abundance of food to her guests. Now Tatyana watched as Grandma gathered Tatyana's small mother into a wide, scrawny embrace and then propelled her to the table, lifting her shawl from her shoulders, seating her in the place of honor, and saying simply: ""There's plenty.""","Grandma gathered Tatyana's small mother into a wide, scrawny embrace and then propelled Grandma to the table.",not_entailment
Fred watched TV while George went out to buy groceries. After an hour he got back.,George got back.,entailment
"Lily spoke to Donna, breaking her concentration.","Lily spoke to Donna, breaking Donna's concentration.",entailment
"Although they ran at about the same speed, Sue beat Sally because she had such a bad start.",Sue had such a bad start.,not_entailment
Madonna fired her trainer because she couldn't stand her boyfriend.,She couldn't stand Madonna's boyfriend.,not_entailment
I can't cut that tree down with that axe; it is too small.,The axe is too small.,entailment
Madonna fired her trainer because she slept with her boyfriend.,She slept with Madonna's boyfriend.,entailment
"I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know why he was, but he looked very unhappy.","I don't know why the guy in uniform was, but he looked very unhappy.",not_entailment
"Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why she was behaving so strangely.",Alice's daughter was behaving so strangely.,not_entailment
Jane knocked on Susan's door but she did not answer.,Jane did not answer.,not_entailment
The politicians far away in Washington could not know the settlers so they must make rules to regulate them.,The politicians must make rules to regulate them.,entailment
"A number of times Henry had been present at interviews which his father had had with noted detectives who desired his aid in solving perplexing mysteries, and those occasions stood out as red-letter days for him.",Those occasions stood out as red-letter days for Henry.,entailment
"Sam pulled up a chair to the piano, but it was broken, so he had to stand instead.","The chair was broken, so he had to stand instead.",entailment
"Since it was raining, I carried the newspaper over my backpack to keep it dry.",I carried the newspaper over my backpack to keep the backpack dry.,entailment
The politicians far away in Washington could not know the settlers so they must make rules to regulate them.,They must make rules to regular the politicians.,not_entailment
Anna did a lot better than her good friend Lucy on the test because she had studied so hard.,Anna had studied so hard.,entailment
"Mark was close to Mr. Singer's heels. He heard him calling for the captain, promising him, in the jargon everyone talked that night, that not one thing should be damaged on the ship except only the ammunition, but the captain and all his crew had best stay in the cabin until the work was over.",Mr. Singer heard him calling for the captain,not_entailment
Fred is the only man still alive who remembers my great-grandfather. He was a remarkable man.,My great-grandfather was a remarkable man.,entailment
I couldn't put the pot on the shelf because it was too high.,The shelf was too high.,entailment
No one joins Facebook to be sad and lonely. But a new study from the University of Wisconsin psychologist George Lincoln argues that that's exactly how it makes us feel.,That's exactly how the study makes us feel.,not_entailment
Bob paid for Charlie's college education. He is very generous.,Bob is very generous.,entailment
"John promised Bill to leave, so an hour later he left.",John left.,entailment
Frank was upset with Tom because the toaster he had sold him didn't work.,The toaster Frank had sold him didn't work.,not_entailment
"Equally swoon-worthy is C.K. Dexter Haven, a pallid young dandy holding a jade-handled walking stick, with a poodle asleep at his feet.","Equally swoon-worthy is C.K. Dexter Haven, a pallid young dandy holding a jade-handled walking stick, with a poodle asleep at Haven's feet.",entailment
Joe has sold his house and bought a new one a few miles away. He will be moving out of it on Thursday.,He will be moving out of The old house on Thursday.,entailment
Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.,The door of the shop closed after Mark.,not_entailment
"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip of the scissors will make the hole too large, and even one thread uncut will leave it too small.",Even one thread uncut will leave the right size too small.,not_entailment
Billy cried because Toby wouldn't accept his toy.,Billy cried because Toby wouldn't accept Toby's toy.,not_entailment
"As Ollie carried Tommy up the long winding steps, his legs dangled.",Ollie's legs dangled.,not_entailment
"Sam pulled up a chair to the piano, but it was broken, so he had to sing instead.","The chair was broken, so he had to sing instead.",not_entailment
The fish ate the worm. It was hungry.,The worm was hungry.,not_entailment
"The journalists interviewed the stars of the new movie. They were very cooperative, so the interview lasted for a long time.","The journalists were very cooperative, so the interview lasted for a long time.",not_entailment
The trophy doesn't fit into the brown suitcase because it is too small.,The trophy is too small.,not_entailment
Thomson visited Cooper's grave in 1765. At that date he had been travelling for five years.,Cooper had been travelling for five years.,not_entailment
"Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it.",She put the album on a chair without even opening the living room.,not_entailment
Bill passed the half-empty plate to John because he was full.,Bill was full.,entailment
Bill passed the half-empty plate to John because he was full.,John was full.,not_entailment
The foxes are getting in at night and attacking the chickens. I shall have to kill them.,I shall have to kill The foxes.,entailment
"Joe's uncle can still beat him at tennis, even though he is 30 years younger.",Joe is 30 years younger.,entailment
Emma did not pass the ball to Janie although she was open.,She saw that Janie was open.,entailment
Bill passed the gameboy to John because his turn was over.,Bill's turn was over.,entailment
"Ann asked Mary what time the library closes, because she had forgotten.",Ann had forgotten.,entailment
"Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it.",Pam's parents were furious about it.,entailment
"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the tide knocked it down.",This afternoon the tide knocked The flag down.,not_entailment
The man couldn't lift his son because he was so weak.,The man was so weak.,entailment
The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the hospital.,The customer was immediately taken to the hospital.,not_entailment
"Since Chester was dependent on Uncle Vernon, he couldn't very well marry without his approval",He couldn't very well marry without Chester's approval,not_entailment
Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep.,Mama stroked her hair and let the child weep.,entailment
Emma did not pass the ball to Janie although she saw that she was open.,Emma saw that she was open.,entailment
"Mark became absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid, so he took upon himself the feeding and care of the animal.",Mark was afraid the stable boys at the Burlington Stables struck at him and bullied him.,entailment
"By rolling over in her upper berth, Tatyana could look over the edge of it and see her mother plainly. How very small and straight and rigid she lay in the bunk below! Her eyes were closed, but Tatyana doubted if she slept.",Tatyana doubted if her mother slept.,entailment
James asked Robert for a favor but he was refused.,Robert was refused.,not_entailment
I can't cut that tree down with that axe; it is too thick.,The axe is too thick.,not_entailment
Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very ill.,Bob was very ill.,entailment
Emma did not pass the ball to Janie although she saw that she was open.,Janie saw that she was open.,not_entailment
Tom gave Ralph a lift to school so he wouldn't have to drive alone.,Tom wouldn't have to drive alone.,entailment
Sam's drawing was hung just above Tina's and it did look much better with another one below it.,Sam's drawing did look much better with another one below it.,entailment
"Although they ran at about the same speed, Sue beat Sally because she had such a good start.",Sue had such a good start.,entailment
Grace was happy to trade me her sweater for my jacket. She thinks it looks dowdy on her.,The sweater looks dowdy on her.,entailment
Bob paid for Charlie's college education. He is very grateful.,Charlie is very grateful.,entailment
Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her.,The sweater looks great on her.,not_entailment
"Every day after dinner Mr. Schmidt took a long nap. Mark would let him sleep for an hour, then wake him up, scold him, and get him to work. He needed to get him to finish his work, because his work was beautiful.",Mr. Schmidt's work was beautiful.,entailment
The man lifted the boy onto his shoulders.,The man lifted the boy onto the man's shoulders.,entailment
"Fred and Alice had very warm down coats, but they were not prepared for the cold in Alaska.",coats were not prepared for the cold in Alaska.,not_entailment
"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were defeated within weeks.",Yakutsk was defeated within weeks.,not_entailment
"Jackson was greatly influenced by Arnold, though he lived two centuries earlier.",Jackson lived two centuries earlier.,not_entailment
"The path to the lake was blocked, so we couldn't use it.",We couldn't use the lake.,not_entailment
Sara borrowed the book from the library because she needs it for an article she is working on. She reads it when she gets home from work.,She reads the book when she gets home from work.,entailment
The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the police station.,The teller was immediately taken to the police station.,not_entailment
"Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be here by this time.",Bob would be here by this time.,entailment
What about the time you cut up tulip bulbs in the hamburgers because you thought they were onions?,You thought tulip bulbs were onions?,entailment
This book introduced Shakespeare to Ovid; it was a major influence on his writing.,It was a major influence on Shakespeare's writing.,entailment
Thomson visited Cooper's grave in 1765. At that date he had been dead for five years.,Cooper had been dead for five years.,entailment
"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it on.",He changed his mind and turned the TV on.,not_entailment
"Paul tried to call George on the phone, but he wasn't available.",George wasn't available.,entailment
"When Tatyana reached the cabin, her mother was sleeping. She was careful not to disturb her, undressing and climbing back into her berth.","Tatyana was careful not to disturb her, undressing and climbing back into her berth.",entailment
"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything dishonest. Still, anyone who knew that he was 19 years old could take his claim away from him.",Anyone who knew that he was 19 years old could take his claim away from the government official.,not_entailment
Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.,My great-grandfather is a remarkable man.,not_entailment
I put the cake away in the refrigerator. It has a lot of leftovers in it.,The cake has a lot of leftovers in it.,not_entailment
Jim signaled the barman and gestured toward his bathroom key.,Jim signaled the barman and gestured toward The barman's bathroom key.,entailment
Steve follows Fred's example in everything. He influences him hugely.,Fred influences him hugely.,entailment
"When Tatyana reached the cabin, her mother was sleeping. She was careful not to disturb her , undressing and climbing back into her berth.","She was careful not to disturb her mother , undressing and climbing back into her berth.",entailment
Jane gave Joan candy because she wasn't hungry.,Jane wasn't hungry.,entailment
"When Tommy dropped his ice cream, Timmy giggled, so father gave him a stern look.",Father gave Tommy a stern look.,not_entailment
"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full of ink.",The coffee got full of ink.,entailment
The man couldn't lift his son because he was so weak.,The son was so weak.,not_entailment
"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.",The shepherds ended up looking more like golfers.,entailment
"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full of ink.",The pen got full of ink.,not_entailment
John was jogging through the park when he saw a man juggling watermelons. He was very impressed.,John was very impressed.,entailment
"Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered them when the wind stopped.",He lowered his eyes when the wind stopped.,not_entailment
The delivery truck zoomed by the school bus because it was going so fast.,The school bus was going so fast.,not_entailment
"During a game of tag, Ethan chased Luke because he was ""it"".","Luke was ""it"".",not_entailment
There is a gap in the wall. You can see the garden behind it.,You can see the garden through the wall.,entailment
I took the water bottle out of the backpack so that it would be lighter.,I took the water bottle out of the backpack so that the water bottle would be lighter.,not_entailment
"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out.",The sun was out.,entailment
Jim yelled at Kevin because he was so upset.,Jim was so upset.,entailment
"Even before they reached town, they could hear a sound like corn popping. Dora asked what it was, and Dad said it was firecrackers.",Dora asked what the sound was.,entailment
Bill passed the gameboy to John because his turn was next.,Bill's turn was next.,not_entailment
"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it on.",He changed his mind and turned the dishwasher on.,entailment
"As Ollie carried Tommy up the long winding steps, his legs ached.",Tommy's legs ached.,not_entailment
The foxes are getting in at night and attacking the chickens. I shall have to kill them.,I shall have to kill The chickens.,not_entailment
"Papa looked down at the children's faces, so puzzled and sad now. It was bad enough that they had to be denied so many things because he couldn't afford them.",It was bad enough that the faces had to be denied so many things because he couldn't afford them.,not_entailment
"The sack of potatoes had been placed above the bag of flour, so it had to be moved first.",The bag of flour had to be moved first.,not_entailment
"The dog chased the cat, which ran up a tree. It waited at the top.",The dog waited at the top.,not_entailment
Steve follows Fred's example in everything. He admires him hugely.,Fred admires him hugely.,not_entailment
The woman held the girl against her chest.,The woman held the girl against the woman's chest.,entailment
"The dog chased the cat, which ran up a tree. It waited at the bottom.",The dog waited at the bottom.,entailment
Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very concerned.,Carl was very concerned.,entailment
Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be unnecessary.,The crutches should be unnecessary.,entailment
"I stuck a pin through a carrot. When I pulled the pin out, it left a hole.",The carrot left a hole.,not_entailment
"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like dogs.",The sheep ended up looking more like dogs.,entailment
"In the middle of the outdoor concert, the rain started falling, and it continued until 10.",The concert continued until 10.,not_entailment
The firemen arrived before the police because they were coming from so far away.,The firemen were coming from so far away.,not_entailment
"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it in.",I couldn't get the key in.,entailment
Of one thing Mark was sure. Harry knew much less than he did.,Harry knew much less than Mark did.,entailment
The Dakota prairie lay so warm and bright under the shining sun that it did not seem possible that it had ever been swept by the winds and snows of that hard winter.,It did not seem possible that the prairie had ever been swept by the winds and snows of that hard winter.,entailment
"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.",The dog was hot.,entailment
Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition.,Frank was the winner of the competition.,entailment
Joan made sure to thank Susan for all the help she had given.,Joan made sure to thank Susan for all the help Susan had given.,entailment
"They broadcast an announcement, but a subway came into the station and I couldn't hear over it.",I couldn't hear the announcement.,not_entailment
John was doing research in the library when he heard a man humming and whistling. He was very annoyed.,John was very annoyed.,entailment
Mary took out her flute and played one of her favorite pieces. She has loved it since she was a child.,She has loved the piece since she was a child.,entailment
I'm sure that my map will show this building; it is very good.,The map is very good.,entailment
Carol believed that Rebecca regretted that she had stolen the watch.,Carol believed that Rebecca regretted that Rebecca had stolen the watch.,entailment
The table won't fit through the doorway because it is too narrow.,The doorway is too narrow.,entailment
"If the con artist has succeeded in fooling Sam, he would have lost a lot of money.",The con artist would have lost a lot of money.,not_entailment
"Sam pulled up a chair to the piano, but it was broken, so he had to sing instead.","The piano was broken, so he had to sing instead.",entailment
"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve months old.","When Fred first saw my father, Fred was twelve months old.",not_entailment
Anna did a lot better than her good friend Lucy on the test because she had studied so hard.,Lucy had studied so hard.,not_entailment
"Jane knocked on the door, and Susan answered it. She invited her to come out.",Susan invited her to come out.,not_entailment
"The path to the lake was blocked, so we couldn't reach it.",We couldn't reach the lake.,entailment
Grace was happy to trade me her sweater for my jacket. She thinks it looks dowdy on her.,The jacket looks dowdy on her.,not_entailment
Kirilov ceded the presidency to Shatov because he was more popular.,Kirilov was more popular.,not_entailment
"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like telephone poles.",The lemon trees came out looking more like telephone poles.,entailment
Pete envies Martin because he is very successful.,Martin is very successful.,entailment
"Since it was raining, I carried the newspaper in my backpack to keep it dry.",I carried the newspaper in my backpack to keep the newspaper dry.,entailment
"Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it.",Pam and Paul were furious about it.,not_entailment
"I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room table, and then had to be the life and soul of a dinner party, with it there all the time.","He had to be the life and soul of a dinner party, with the dinner party there all the time.",not_entailment
"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it removed.",Now I have to get The tree removed.,entailment
"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it off.",He changed his mind and turned the TV off.,entailment
"In the middle of the outdoor concert, the rain started falling, and it continued until 10.",The rain continued until 10.,entailment
"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip of the scissors will make the hole too large, and even one thread uncut will leave it too small.",Even one thread uncut will leave one thread too small.,not_entailment
"Sam took French classes from Adam, because he was known to speak it fluently.",Adam was known to speak it fluently.,entailment
Sid explained his theory to Mark but he couldn't convince him.,Sid couldn't convince him.,entailment
"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make more of them.",We should make more of the oatmeal cookies.,entailment
"The sack of potatoes had been placed below the bag of flour, so it had to be moved first.",The bag of flour had to be moved first.,entailment
"As Ollie carried Tommy up the long winding steps, his legs dangled.",Tommy's legs dangled.,entailment
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research.,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties Goodman faced in his research.,entailment
"Mark became absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid, so he took upon himself the feeding and care of the animal.",Blaze took upon himself the feeding and care of the animal.,not_entailment
"Joe's uncle can still beat him at tennis, even though he is 30 years older.",Joe's uncle is 30 years older.,entailment
"Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it.",Mama had to hunt for a button.,not_entailment
I poured water from the bottle into the cup until it was full.,The cup was full.,entailment
"During a game of tag, Ethan chased Luke because he was ""it"".","Ethan was ""it"".",entailment
Jane gave Joan candy because she was hungry.,Joan was hungry.,entailment
"Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrieff has decided to cancel Edward's allowance on the ground that he no longer requires his financial support.",Edward no longer requires his financial support.,entailment
"When Tommy dropped his ice cream, Timmy giggled, so father gave him a sympathetic look.",Father gave Tommy a sympathetic look.,entailment
John was doing research in the library when he heard a man humming and whistling. He was very annoyed.,The man was very annoyed.,not_entailment
"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip of the scissors will make the hole too large, and even one thread uncut will leave it too small.",Even one thread uncut will leave the slip too small.,not_entailment
Susan knows all about Ann's personal problems because she is nosy.,Ann is nosy.,not_entailment
"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip of the scissors will make the hole too large, and even one thread uncut will leave it too small.",Even one thread uncut will leave the scissors too small.,not_entailment
"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out.",The cloud was out.,not_entailment
"The journalists interviewed the stars of the new movie. They were very cooperative, so the interview lasted for a long time.","The stars were very cooperative, so the interview lasted for a long time.",entailment
The city councilmen refused the demonstrators a permit because they feared violence.,The city councilmen feared violence.,entailment
Anne gave birth to a daughter last month. She is a very charming woman.,Anne's daughter is a very charming woman.,not_entailment
"Jackson was greatly influenced by Arnold, though he lived two centuries later.",Jackson lived two centuries later.,entailment
This book introduced Shakespeare to Ovid; it was a fine selection of his writing.,It was a fine selection of Shakespeare's writing.,not_entailment
The father carried the sleeping boy in his bassinet.,The father carried the sleeping boy in the father's bassinet.,not_entailment
"Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was quicker.","Dan took the rear seat while Bill claimed the front because Dan's ""Dibs!"" was quicker.",not_entailment
Pete envies Martin although he is very successful.,Martin is very successful.,not_entailment
Of one thing Mark was sure. Harry knew much less than he did.,Harry knew much less than Harry did.,not_entailment
"Since Chester was dependent on Uncle Vernon, he couldn't very well marry without his approval",Uncle Vernon couldn't very well marry without his approval,not_entailment
Thomson visited Cooper's grave in 1765. At that date he had been dead for five years.,Thomson had been dead for five years.,not_entailment
"Mark told Pete many lies about himself, which Pete included in his book. He should have been more skeptical.",Mark should have been more skeptical.,not_entailment
"My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, it was delayed, so it worked out.","The meeting was delayed, so it worked out.",not_entailment
The foxes are getting in at night and attacking the chickens. They have gotten very nervous.,The foxes have gotten very nervous.,not_entailment
I put the butterfly wing on the table and it broke.,The butterfly wing broke.,entailment
"Fred and Alice had very warm down coats, but they were not prepared for the cold in Alaska.",Fred and Alice were not prepared for the cold in Alaska.,entailment
Tom gave Ralph a lift to school so he wouldn't have to walk.,Tom wouldn't have to walk.,not_entailment
I put the cake away in the refrigerator. It has a lot of leftovers in it.,The refrigerator has a lot of leftovers in it.,entailment
Sid explained his theory to Mark but he couldn't convince him.,Mark couldn't convince him.,not_entailment
I took the water bottle out of the backpack so that it would be handy.,I took the water bottle out of the backpack so that the water bottle would be handy.,entailment
The fish ate the worm. It was tasty.,The worm was tasty.,entailment
"As Andrea in the crop duster passed over Susan, she could see the landing strip.",Andrea could see the landing strip.,entailment
"As Andrea in the crop duster passed over Susan, she could see the landing strip.",Susan could see the landing strip.,not_entailment
"Lionel is holding captive a scientist, Dr. Vardi, who has invented a device that turns animals invisible; Lionel plans to use it on Geoffrey and send him to steal nuclear material from an army vault.",Lionel plans to use it on Geoffrey and send Geoffrey to steal nuclear material from an army vault.,entailment
Kirilov ceded the presidency to Shatov because he was more popular.,Shatov was more popular.,entailment
"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything dishonest. Still, anyone who knew that he was 19 years old could take his claim away from him.",The government official was less than 21 when he filed for a homestead claim.,not_entailment
Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep.,Alice stroked her hair and let the child weep.,not_entailment
"Alice looked for her friend Jade in the crowd. Since she always has good luck, Alice spotted her quickly.","Since Jade always has good luck, Alice spotted her quickly.",not_entailment
"I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room table, and then had to be the life and soul of a dinner party, with it there all the time.","He had to be the life and soul of a dinner party, with the body there all the time.",entailment
"The cat was lying by the mouse hole waiting for the mouse, but it was too impatient.",The mouse was too impatient.,not_entailment
"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make more of them.",We should make more of the chocolate chip cookies.,not_entailment
Jim signaled the barman and gestured toward his bathroom key.,Jim signaled the barman and gestured toward Jim's bathroom key.,not_entailment
"Mark was close to Mr. Singer's heels. He heard him calling for the captain, promising him, in the jargon everyone talked that night, that not one thing should be damaged on the ship except only the ammunition, but the captain and all his crew had best stay in the cabin until the work was over.",He heard Mr. Singer calling for the captain.,entailment
I couldn't put the pot on the shelf because it was too tall.,The shelf was too tall.,not_entailment
John was jogging through the park when he saw a man juggling watermelons. He was very impressive.,The juggler was very impressive.,entailment
"The lawyer asked the witness a question, but he was reluctant to answer it.",The witness was reluctant to answer it.,entailment
"Susan knew that Ann's son had been in a car accident, because she told her about it.",Susan told her about it.,not_entailment
"Since Chester was dependent on Uncle Vernon, he couldn't very well marry without his approval",Chester couldn't very well marry without his approval,entailment
"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the majority.",The opponents were very much in the majority.,entailment
Billy cried because Toby wouldn't share his toy.,Billy cried because Toby wouldn't share Toby's toy.,entailment
At the Loebner competition the judges couldn't figure out which respondents were the chatbots because they were so stupid.,The judges were so stupid.,entailment
The large ball crashed right through the table because it was made of steel.,The table was made of steel.,not_entailment
