premise,hypothesis,label
4537666932jpg1A woman with a black hoodie and purple flipflops is sketching on a big pad of paper 4537666932jpg2A woman sitting on the cement is looking off in the distance 4537666932jpg3A young woman is sitting on the sidewalk sketching a building 4537666932jpg4A young blond woman sits outside and sketches,A man sitting,contradiction
7725130978jpg0These women are playing a beach volleyball game as part of the Summer Olympics in 2012 which took place in London 7725130978jpg1A member of the womens Austrian beach volleyball team attempts a spike against China at the 2012 Olympics 7725130978jpg2Three women in sports bikinis are playing volleyball on a sandy beach 7725130978jpg3This is a group of women playing volleyball in sports bikinis,A volleyball player spikes the ball,neutral
4510789820jpg0A view of a street with puddles people walking and lined with buildings that are mostly threestories tall 4510789820jpg1Many people are walking through the city during the day 4510789820jpg3People are walking the streets on a sunny day 4510789820jpg4A street lined with threestory buildings,A man walks,neutral
2575358644jpg0A boy in a blue uniform kicks a ball while his team cheers him on 2575358644jpg1A young boy in blue kicking a ball while other boys watch 2575358644jpg2Kid in blue kicking penalty kick towards kid in dark blue 2575358644jpg4Small boys in sports jerseys play with a yellow ball,A group playing soccer,entailment
4548479186jpg0A woman in white with a big white flower in her hair poses on a city street in front of a wall and a tree 4548479186jpg1A young lady wearing a white dress with a flower in her hair smiling at the camera 4548479186jpg3Lady in a white dress walking in the street 4548479186jpg4Woman poses playfully in white dress,A woman leaning on a bike,contradiction
469617651jpg0A line of white chairs folded and a few indescript people sitting in the background 469617651jpg1Photo of an inside of a place with chairs and people sitting in them 469617651jpg3Some people are sitting in seats under a white framed glass canopy 469617651jpg4People wait in chairs one person has their shoe off,A couple sits,neutral
4043418437jpg0A smiling man in a blue jacket and black vest stands in front of a crowd of marchers near a red tent with green trees in the background 4043418437jpg2A man wearing a beret walks down the street and smiles 4043418437jpg3A group of people are walking down a busy street 4043418437jpg4Some policemen escort demonstrating citizens,A soldier walks,neutral
2658009523jpg1A brown dog and a red dog frolicking on the waters edge on the beach 2658009523jpg2Two brown dogs are running on the beach beside the ocean 2658009523jpg3Two brown dogs play on the sand by the water 2658009523jpg4Two dogs running down a beach,Two dogs playfully fight,neutral
3294202771jpg0A guy in boarding shorts is trying to do a flip or handstand on the beach 3294202771jpg1A man is doing a back flip on a beach in front of the ocean 3294202771jpg2A shirtless man is doing a back flip on a beach 3294202771jpg4A man turning a somersault at the beach,A man doing a move,entailment
2497343616jpg1A crowd forms on a busy street to watch a street performer 2497343616jpg2A group of people watching a performer on a sidewalk 2497343616jpg3The group of people are all covered by umbrellas 2497343616jpg4A group of people stand under umbrellas,A crowd gathered,entailment
278002875jpg0Four young people are walking through past trees in a busy park 278002875jpg1In the Fall college students return to their schools 278002875jpg3Four people stand in front of trees 278002875jpg4Four young adults gathered outdoors,Girls and two boys walking,neutral
4914906265jpg1A woman in a black leather minidress and boots is shopping from a street vendor 4914906265jpg2A woman in a black tank top skirt and boots is looking at jewelry for sale 4914906265jpg3Young woman dressed in black looks over articles from a street vendor 4914906265jpg4A woman in a black leather skirt perusing at the market,A woman standing in front of a table,entailment
3019917636jpg0A woman is riding a blue bicycle in a park 3019917636jpg2Woman on blue bicycle wearing helmet 3019917636jpg3A woman in a race turning a corner 3019917636jpg4Cyclist speeding down the trail,Rider riding on a course,entailment
1454841725jpg1A group of young girls smiling with a large crowd behind them 1454841725jpg2Four young girls pose for a picture at school 1454841725jpg3Four young girls posing for the camera 1454841725jpg4Four girls pose in front of a crowd,Children standing in a group,entailment
1158255688jpg1A female swimmer wearing a swim cap and nose clips moves slowly through the water is seen from below 1158255688jpg2A female swimmer swimming underwater with a nose clip and cap on her head 1158255688jpg3A female swimmer is submerged horizontally in a swimming pool 1158255688jpg4A female swimmer in a blue cap swimming underwater,A woman swims,entailment
6971865130jpg0Young male bicyclist wearing a professional orange blue and white riders outfit looks and smiles at the spectators 6971865130jpg1The man wearing sunglasses and a bicycle helmet looks over his shoulder and smiles 6971865130jpg2A guy in protective gear is looking and smiling at someone 6971865130jpg3A man in a helmet and uniform is smiling,A cyclist smiling,entailment
4458801621jpg0Two men and one woman with blond hair walk through a gate with barbed wire on top 4458801621jpg1Three workers are walking out of their secured building at the end of the day 4458801621jpg3Three people walking through a gate in a parking complex 4458801621jpg4Three people are walking through a gate,Two men carrying briefcases,neutral
523692399jpg1A skateboarder wearing a gray helmet is riding his board along a concrete curve 523692399jpg2A view from the top of a skateboarder at the top of a ramp 523692399jpg3A man wears a black helmet and is on a black skateboard 523692399jpg4A shirtless skateboarder,A child performs skateboarding tricks,contradiction
4339049338jpg1Six teens have some drinks in front of a memorial 4339049338jpg2Six young boys sit on a wall in a cemetery 4339049338jpg3Children sit on a wall inside a cemetery 4339049338jpg4Kids eating lunch in a cemetery,A group of children sitting on a ledge,entailment
4574110851jpg0A man in orange and a man in a light blue top are walking down the street towards something 4574110851jpg1A man in a blue shirt follows another man carrying a blue and black bag 4574110851jpg3Two men walking in summer attire 4574110851jpg4Two men walking down the street,Men turn the corner,contradiction
3423225860jpg1A female tennis player wearing orange in the middle of a tennis match 3423225860jpg2A tennis player wearing an orange tennis outfit on the court 3423225860jpg3Woman playing tennis in a bright orange outfit 3423225860jpg4A woman playing tennis swinging her racket,A woman leaning on a wall,contradiction
372160542jpg1A man in a blue shirt playing with a young boy in a red shirt on the ground in a bedroom 372160542jpg2A dad and his son are playing with some Legos in the childs bedroom 372160542jpg3A man and bot playing on the floor with bunk beds in the background 372160542jpg4Father and son are in the childs room putting together a toy,A man sitting,neutral
320246929jpg0A woman in a Nike hat and black apron scoops something out of a pot 320246929jpg1Woman frying up some goods at a festival 320246929jpg2A woman with a Nike hat on is cooking 320246929jpg3A woman with a Nike hat hard at work,A woman cooks over a fire,neutral
5150742824jpg0A young girl in cute boots is showing some papers to a man sitting in a theater seat 5150742824jpg1A young woman looks at a paper with a man sitting down in a brown shirt 5150742824jpg3Two people in a lecture hall are holding a plastic sheet 5150742824jpg4This is a young girl handing out papers,A child standing on stairs,neutral
3041384194jpg0A girl with a short haircut and eyebrow piercing bites her finger and crosses her arms 3041384194jpg2A woman with red hair holds her hand to her mouth and looks pensive 3041384194jpg3A woman wearing a blue face is resting her finger beside her nose 3041384194jpg4A very pale redheaded teen has her hand to her face thinking,Woman stands,neutral
244760301jpg0A group of people in matching outfits hiking up a trail with one person lagging behind 244760301jpg1A group of men wearing similar clothing backpacks through the countryside 244760301jpg2A group of scouts are hiking through the grass 244760301jpg4People walking,Several hikers walking,entailment
5823145889jpg1A woman and a male child are engaged in a balloon fight as a man watches 5823145889jpg2A barefoot boy and a woman are playing with balloons while a man watches 5823145889jpg3Two adults and a child are in an attic playing with balloons 5823145889jpg4A small child and an adult play with small party balloons,A child having fun,entailment
4536088499jpg0A girl in a blue apron and pink shirt stands at the door while having a conversation with a bicyclist 4536088499jpg1A woman wearing an apron is standing outside of a store talking to a cyclist 4536088499jpg3Multiple people are outside of a restaurant 4536088499jpg4A man stops his bike ride to talk to a lady,A rider sitting,neutral
4491246659jpg0A little girl is peeking out from behind a blue wall 4491246659jpg1A little girl that is hiding behind a blue barrier 4491246659jpg2A little girl is peeking from behind a wall 4491246659jpg4A little girl peering over a blue wall,A child standing,entailment
2046222127jpg0A man in construction gear is moving a large plank of wood to a new destination 2046222127jpg2A man wearing yellow hiviz is grasping a wooden board 2046222127jpg3A man in a neon yellow vest carrying a wooden crate 2046222127jpg4Man with short hair moves wooden structure,A man holding up a section of wood,entailment
2187904131jpg1The skiers are in front of the lodge 2187904131jpg2Two people ski in the mountains 2187904131jpg3Skiers moving along a trail 2187904131jpg4Some skiers at a resort,Skiers walking through the snow,neutral
4379561906jpg0A group of people wearing name tags gather round in a conference room watching in front of them 4379561906jpg2Many people are smiling as they gather in a room 4379561906jpg3People are gathered together watching something 4379561906jpg4A group of people are standing inside an office,A group laughing,neutral
4763195183jpg0A nicely dressed woman is looking at her phone while crouching by some windows with her luggage and purse sitting next to her 4763195183jpg2A woman dressed in black with her hair up squats next to her luggage to send a text message 4763195183jpg3A woman in a skirt and tights crouches down next to some luggage in order to use her phone 4763195183jpg4Woman sits next to luggage checking her text messages,A woman kneeling,entailment
4931289200jpg0A female on a horse is attempting to move cattle to another area of a pen 4931289200jpg1A young woman in a pink shirt attempting to rope a calf at the rodeo 4931289200jpg2A woman is a red tank top is riding horse 4931289200jpg3The men are getting ready for the rodeo,A woman chasing a cow,entailment
2230983294jpg0The lady in red is very happy to see the young lady in white and black 2230983294jpg1An elderly woman and another younger woman greeting each other 2230983294jpg2Mother and daughter are meeting for the first time 2230983294jpg4The two ladies are missing each other,A woman giving her child,neutral
2881468095jpg0The skateboarder is balancing himself and his skateboard on the edge of a brick wall 2881468095jpg1A skateboarder doing tricks on a brick wall next to stairs 2881468095jpg3A skateboarder is balancing on a brick wall 2881468095jpg4A guy skateboarding on the side of steps,A boy performing tricks,entailment
2147107496jpg0One man with a plaid shirt and another with a red scarf glasses and beard are holding beers 2147107496jpg1Two men with glasses of beer in their hand are posing to have their picture taken 2147107496jpg3Two men posing for a picture while drinking beer 2147107496jpg4Men are at a party drinking beer together,Friends drinking some beverages,entailment
3969772063jpg0A man playing an acoustic guitar on a stone ledge in public with his belongings by his side 3969772063jpg2A man dressed casually and playing his guitar for tips 3969772063jpg3A man plays guitar along the side of a street 3969772063jpg4A man plays his guitar while sitting,A man with a beard playing an instrument,neutral
3423802527jpg0Parade of cheerleaders wearing black pink and white uniforms 3423802527jpg1Many cheerleaders wearing black walk down the street 3423802527jpg3A bunch of girls in cheerleader outfits 3423802527jpg4Cheerleaders perform,A large group walking,entailment
260029153jpg1A young boy in a white and red polo shirt is playing in the grass with what looks like a tiny propeller 260029153jpg2A child is spinning a hand helicopter in a field of grass 260029153jpg3Young boy amazed as he looks at the dragonfly in his hand 260029153jpg4Young boy in a field playing with a toy,A child sits,neutral
2765029348jpg0A man is doing a back flip off a ramp on a mountain bike in the wild 2765029348jpg1A man is doing a back flip whilst attempting a jump on a bicycle 2765029348jpg2A man performs a back flip on his BMX bicycle 2765029348jpg4A bikers flips upside down,A man does a trick,entailment
2766954299jpg0Two older women one in darker clothing and one in lighter clothing gather up grain as they work on the field 2766954299jpg2Two oriental older women gathering rice from the fields 2766954299jpg3Two women in an agricultural landscape sorting crop 2766954299jpg4Two people in a field gathering crops,Woman standing,neutral
25604966jpg0Four women in similar red outfits are singing and using drums as they perform 25604966jpg1A group of girls in red gowns are in the middle of a musical performance 25604966jpg2Four women dressed in orange sing into microphones and play drums 25604966jpg3A group of women dressed in red dresses are playing hand drums,Performer beating instruments,entailment
3549222244jpg1Two Asian men are leading a group of children in a game that involves touching your head 3549222244jpg2Two men holding their hands on their heads and talking to a group of children 3549222244jpg3Two male teachers lead a group of young children in exercise 3549222244jpg4Two men are entertaining a group of children,Little kids standing,neutral
3969506142jpg0Men women and children are enjoying a meal outside on the patio 3969506142jpg2A family sits down to eat at a table outside 3969506142jpg3A group of people are sitting around a table 3969506142jpg4People eating a meal at a shared table,A man gets some food,entailment
5738778049jpg1A butcher is slicing meat in a store on the counter 5738778049jpg2A butcher is hard at work flaying a large fish 5738778049jpg3Butcher making different cuts of meat 5738778049jpg4Man cutting fish in a fish market,Men do tasks,contradiction
3810304603jpg1A man in a blue shirt is singing and playing guitar on a stage in front of a drummer 3810304603jpg2A man in a blue and white is performing on stage with a red guitar 3810304603jpg3A blond guy with a red guitar is singing in a band 3810304603jpg4Chickenfoot plays a musical set on a stage,A guy standing,entailment
2914160252jpg0Acrobatic young child in a gym setting being watched as he lands from an action pose 2914160252jpg2Young boy drops from rings in gymnastic class 2914160252jpg3A little boy playing on gymnastics equipment 2914160252jpg4Young boy doing gymnastics,A child swings from bars,neutral
1013536888jpg1An elderly woman is eating a burger while the man next to her touching his hat 1013536888jpg2A man with a balloon hat and people eating outdoors at picnic tables 1013536888jpg3Two older women sit at a table with two coolers in front of them 1013536888jpg4A grayhaired person with glasses enjoys a sandwich,A man stands,neutral
3018983196jpg0A tour guide explaining to a group of onlookers the processs of the machine they are looking at while a woman in black takes a photo 3018983196jpg2A group of seven women and a man in a building taking pictures and talking 3018983196jpg3A woman takes a picture alongside a group 3018983196jpg4A woman taking a photograph,Women stand,entailment
8034136985jpg0A golfer is holding his backstroke pose during a tournament while being watched by hundreds of onlookers 8034136985jpg1Man in orange shirt with blue pants looking up at his shot after just swinging his golf club 8034136985jpg2A golfer watches his hit after he swings while several onlookers watch in the background 8034136985jpg4An orange shirted male golfer has just completed a swing in front of a large crowd,An audience watches,entailment
4803926618jpg0A darkhaired drummer is playing his set with enthusiasm 4803926618jpg1A man in a gray shirt with crazy hair playing the drums 4803926618jpg2A guy in a black shirt is rocking on a set of drums 4803926618jpg3Man in gray shirt rocking out on the drums,A musician playing the instruments,entailment
3983874347jpg1Three male safety workers in neon yellow vests are taking their break 3983874347jpg2Three workers in bright green vests taking a break 3983874347jpg3Three construction workers sit down and take a break 3983874347jpg4Construction workers have a hard job,Men sit on a bench,neutral
4887520831jpg0A girl dressed in a black shirt sits on a curb next to a man in a white shirt while others gather around a green statue in the square 4887520831jpg1Man and women sitting on the steps in the evening with many pillars around them 4887520831jpg2A couple are sitting and looking at a green colored statue 4887520831jpg4This is nice place to relax and chat,A crowd gathered,entailment
2115721452jpg0White fluffy dog hangs out of the window of a turquoise building 2115721452jpg1A shaggy dog hangs its paws out of a light turquoise window 2115721452jpg2A furry white dog hanging out of a window 2115721452jpg3A fluffy white dog hanging out of a window,A dog leaning through a window,entailment
3584196366jpg1A flock of seagulls is taking off from the beach 3584196366jpg2A flock of birds hovered over the sandy beach 3584196366jpg3A flock of birds flying over a shoreline 3584196366jpg4A flock of seagulls flying at the beach,Animal stands,contradiction
263850317jpg0Girl wearing a mini dress and longsleeve white jacket with a pink bag walking through a crowded area 263850317jpg2A woman wearing black boots and a skirt walks down the sidewalk 263850317jpg3A young woman in a black skirt and boots walks by stores 263850317jpg4A woman with a pink purse walks down a crowded sidewalk,A girl carrying a bag walking down a street,entailment
3826428341jpg1A man in a blue hat is laying propped up on the ground 3826428341jpg2A woman is lying down on the pavement of her campsite 3826428341jpg3A female is lying down on the grass resting 3826428341jpg4A woman lying on a rock at a campground,A climber resting,entailment
3295452057jpg0Two dogs play in a large fencedin area while two men watch from a distance 3295452057jpg2A brown dog is jumping up at a black and white dog 3295452057jpg3Two dogs are playing around in the dirt 3295452057jpg4A chow jumps on a husky,A dog putting its head on a larger dog,neutral
4088621077jpg0A small boy sitting with a group of troops wearing a combat helmet 4088621077jpg1Two men from the army sitting with a kid in a blue shirt 4088621077jpg3Two men in the army with a small boy from the area 4088621077jpg4Soldiers sit on either side of a young boy,Men and a boy posing for a picture,neutral
5222250994jpg1A young skier enjoys the slopes with the chairlift in the background 5222250994jpg2A lone skier dressed in black skies down the snowy slope 5222250994jpg3An individual skating on a beautiful snowy clear day 5222250994jpg4A man skiing down a slope,Skier making his way down a slope,entailment
3336808362jpg1A man sits while in the distance other men are shirtless wearing kilts 3336808362jpg2A man and another person in shadow watch a street parade at night 3336808362jpg3A man watching something that other people are doing 3336808362jpg4Two people watching the crowd in front of them,A man standing,neutral
3125518138jpg0A woman has just taken a stroke on the putting green at a golf course and the ball is on its way to the hole 3125518138jpg1A woman in a green shirt and khaki pants is attempting to hit the golf ball into the hole 3125518138jpg3A woman in a green shirt and white pants golfs on the green 3125518138jpg4A woman spending the day playing golf,A golfer gets the ball,neutral
7617087498jpg0A young boy in a white cap holds a toy plastic golf club as a man in a dark blue cap walks toward the toy plastic hole marker during a childrens game of golf 7617087498jpg1A young man in a white hat is playing golf with an older man wearing a blue longsleeved shirt and khakis 7617087498jpg2A man and young child playing mini golf with tennis balls and enlarged golf putters 7617087498jpg4An older man and a young boy are golfing,A kid practicing his skills,entailment
349198711jpg1Three women and two men in swimsuits sunbathing on lawn chairs covered by towels 349198711jpg2Five people in bathing suit are sitting in lounge chairs on beach towels 349198711jpg3A group of young men and women laying on sunbathing chairs 349198711jpg4There is a row of teenager on yellow chairs getting tanned,Man raising his hand,contradiction
3125992573jpg0Toddlers having a sleepover sitting on the couch giggling at TV 3125992573jpg1A darkhaired boy smiles while laying next to two other kids 3125992573jpg3Three children spend time laughing on the couch 3125992573jpg4A group of kids laugh while seated on a couch,Little boys and a little girl sit,entailment
417024751jpg0A man rests a silvercolored metal disk on a rock surface as he works on the back side of it 417024751jpg1A man in a mountainous region is working with a circular piece of aluminum 417024751jpg2A darkskinned male working with a metal disc on top of concrete 417024751jpg3A man in a fleece jacket works with a piece of tin,An Asian man making something,entailment
2954525375jpg0A man wearing a hat is dancing around an area filled with light and graffiti 2954525375jpg1A man in a white tshirt and cap is skating along a graffiti covered wall 2954525375jpg3A male walks on the graffiti wall 2954525375jpg4A man dances on a colorful wall,A boy walking,contradiction
2228329399jpg1A steam locomotive is refilling its water tanks from a water tower next to the railroad tracks 2228329399jpg2A man working on a steam engine with a water tower in the background 2228329399jpg3A man is working on a steam engine in front of a water tower 2228329399jpg4A train engine with a water tower in the background,A man bending over,neutral
7916195052jpg0A youth on a skateboard is doing flips and tricks over a metal bar 7916195052jpg1A shirtless man is doing a skateboard trick over a bike rail 7916195052jpg2A skateboarder with dreadlocks does a trick on a bike rack 7916195052jpg3Longhaired skateboarder jumping over bike rack in a city,A skater performs a stunt,entailment
4484549063jpg1Man sitting outside on sidewalk playing music while taking donations 4484549063jpg2A middleaged man is sitting down and playing the accordion 4484549063jpg3Pan handler playing the accordion on the sidewalk 4484549063jpg4A street musician is playing the accordion,A man plays an instrument seated,entailment
2833502675jpg0A man with brown hair and a green shirt is playing a trumpet 2833502675jpg1A brownhaired man in a green shirt plays a trumpet outdoors 2833502675jpg2A man in a green shirt playing the trombone 2833502675jpg3A man in a green shirt is playing a trumpet,A man playing music with an instrument,entailment
4623271967jpg1A photographer in blue shirt smoking in the middle of a street 4623271967jpg2Bald guy smoking a cigarette and holding a camera 4623271967jpg3Man taking a smoke break from photography 4623271967jpg4A bald man with a camera smoking,A man reading,contradiction
1309330801jpg0One girl is doing a handstand on an outdoor trampoline while another girl stands on the trampoline with one hand in the air 1309330801jpg1One girl is doing a handstand on a trampoline while another girl watches 1309330801jpg3Two girls are performing tricks on a trampoline 1309330801jpg4The children are playing on the trampoline,Two girls jumping on a trampoline in a backyard,entailment
4594224630jpg0Men are playing different musical instruments in a park 4594224630jpg2Men playing instruments on a baseball field 4594224630jpg3A group of men playing musical instruments 4594224630jpg4Musicians play on a baseball diamond,Some performer playing music,entailment
2512905710jpg0A woman with a taxi sign on her head and a yellow vinyl shirt walks in a parade 2512905710jpg2A woman dressed in a colorful yellow outfit and a taxi sign on her head 2512905710jpg3A woman wearing a yellow taxi costume poses on a street 2512905710jpg4A woman with sunglasses dressed as a taxi cab,A woman standing,contradiction
4711694578jpg0Children enjoy an abundance of bubbles coming from a nearby fountain while someone captures the moment 4711694578jpg2Young people are playing in the snow while an older person seems to be taking pictures 4711694578jpg3Bubbles surround a statue in the middle of a street 4711694578jpg4Foamy bubbles overflow from a street fountain,Some children standing,neutral
2270955453jpg0Multiple diners are sitting in black chairs in a reddishorange Asianthemed restaurant eating 2270955453jpg2Many people are sitting in a restaurant eating their meals 2270955453jpg3Asians eating in a restaurant with an orange motif 2270955453jpg4People eating at a Chinese restaurant,A group eating,entailment
3349194268jpg1Two young ladies are sitting in some yellow flowers and smiling 3349194268jpg2Girls huddle in field of plants one holding leaf bundle 3349194268jpg3Two Asian girls are sitting in a flower field 3349194268jpg4Two girls pose behind yellow wildflowers,Girls smile at the camera,entailment
2072154465jpg0Through windows into a building we see on one floor people eating at a nice restaurant while on the floor below we see a working man looking out at us from where he kneels between shelves and boxes 2072154465jpg2A lady is eating in a restaurant and a man is downstairs kneeling in the restaurants kitchen 2072154465jpg3People are eating in a restaurant while a man unpacks boxes downstairs 2072154465jpg4A man is stocking shelves while people are eating in a restaurant,A man sits,neutral
5870019388jpg0A closeup of a young boy with a green shirt and brown hair looking down and to his right against a blurred grassy backdrop 5870019388jpg1A young boy wearing a green tshirt is looking away from the photographer 5870019388jpg2A child in a green shirt is looking at something that is out of the frame 5870019388jpg3A young boy in a green shirt is looking down and slightly smiling,A child gazes,entailment
3220140234jpg0One very fat sumo wrestler wrestles with a thinner wrestler while an umpire dressed in green watches 3220140234jpg1Two sumo wrestlers are fighting in front of a referee and two spectators 3220140234jpg2Two sumo wrestlers fight in the ring as people watch 3220140234jpg4Two sumo wrestlers fighting in a match,Two fighters competing,entailment
1212131969jpg0A boy watches a woman walking amidst many concrete boxes 1212131969jpg1A young boy watching a woman walk through blocks 1212131969jpg2People wander a surreal maze like sculpture 1212131969jpg4A boy is sitting on rectangular blocks,A girl and a guy sitting,contradiction
2718049631jpg1A large white dog running up a hill with a person walking away in the back 2718049631jpg2While the man walks along the fence a dog is running towards the tree 2718049631jpg3A dog runs uphill towards the camera in near a fenced area 2718049631jpg4A white dog runs towards the camera as a man walks away,A man moving,entailment
41868213jpg0A middleaged male with brunette hair sitting in a green chair writing in a notebook sitting by a phone booth 41868213jpg2Man sitting at the end of a row of green chairs by some payphones 41868213jpg3A man sitting on a green chair in an airport 41868213jpg4A man sitting next to a pay phone,A man writes on a piece of paper,entailment
7966150796jpg1It looks as though there was a beauty competition of some sort sponsored by the Chinese as evidenced by the stuffed panda bears 7966150796jpg2Five pretty ladies listening to a talk show host 7966150796jpg3Jackie Chan and a group of women sit on a stage 7966150796jpg4Jackie Chan speaks to women at an Olympic event,A woman stands in the background,neutral
2354064281jpg0A black and brown dog with a brown dog in a grassy field with patches of white 2354064281jpg1A black dog is facing a brown dog in an open outdoor space 2354064281jpg3Two dogs greet each other in a snowy grass field 2354064281jpg4Two dogs in a grassy field,Dogs standing,entailment
4293592995jpg0An AfricanAmerican man in jeans and a white tshirt that says Cuido La Playa pushes his blue wooden cart on a sandy beach 4293592995jpg1An African American man standing with a blue wooden card with two wheels on a sandy beach 4293592995jpg2A man walks down a beach pushing a cart in front of him 4293592995jpg4A man is pushing a cart down the beach,A man selling items,entailment
4360892902jpg0A man wearing a white cap and a long orange jacket looking downwards while standing in front of a rock wall 4360892902jpg1A man in an orange jacket is looking at stones stacked in columns 4360892902jpg2A construction worker checking out the building site 4360892902jpg3Construction worker in rain gear pausing,A man walking,contradiction
40793390jpg0Two white males are doing a set at a venue with guitars and vocals 40793390jpg1Two male band members are playing guitars in front of a microphone 40793390jpg3Two men are holding guitars 40793390jpg4Two men playing the guitar,Musicians smile,contradiction
2631392326jpg0With white headphones a bearded young man in a yellow and black outfit rides a bike for SelektMail 2631392326jpg1A man in a yellow jacket rides a yellow bike laden with several packages on the street 2631392326jpg3A man in a yellow jacket and black hat siting on a yellow bike 2631392326jpg4In this photo a man is delivering something on his bike,A man sitting,neutral
3732914946jpg0The woman leans over and takes a bite of food from her plate 3732914946jpg1A woman is eating at a table as people walk by 3732914946jpg2A young woman eating salad bent over a table 3732914946jpg3A woman in a black shirt eating a salad,Woman preparing a dish,contradiction
4501347788jpg0A man in a gray jacket and bright striped tennis shoes plays an upright piano outdoors while three people look on 4501347788jpg1A man wearing a gray jacket is playing the piano on the sidewalk 4501347788jpg2A man in a denim jacket playing the piano in the street 4501347788jpg4A street musician in Europe,A man sits,entailment
